method,file,subset,exp,threshold,ap,dataset
STAPLE_revised,2364_mask.png,test,5,0.55,0.65185183,mScarlet_in_PAG
STAPLE_revised,2364_mask.png,test,5,0.6,0.6277372,mScarlet_in_PAG
STAPLE_revised,2364_mask.png,test,5,0.65,0.6277372,mScarlet_in_PAG
STAPLE_revised,2364_mask.png,test,5,0.7,0.5928571,mScarlet_in_PAG
STAPLE_revised,2364_mask.png,test,5,0.75,0.537931,mScarlet_in_PAG
STAPLE_revised,2364_mask.png,test,5,0.8,0.5170068,mScarlet_in_PAG
STAPLE_revised,2364_mask.png,test,5,0.85,0.3433735,mScarlet_in_PAG
STAPLE_revised,2364_mask.png,test,5,0.8999999999999999,0.1377551,mScarlet_in_PAG
STAPLE_revised,2364_mask.png,test,5,0.95,0.013636364,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,2,0.5,0.7846154,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,2,0.55,0.77099234,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,2,0.6,0.7443609,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,2,0.65,0.7185185,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,2,0.7,0.69343066,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,2,0.75,0.63380283,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,2,0.8,0.53642386,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,2,0.85,0.35672516,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,2,0.8999999999999999,0.115384616,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,2,0.95,0.008695652,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,3,0.5,0.5677966,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,3,0.55,0.5677966,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,3,0.6,0.5677966,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,3,0.65,0.5677966,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,3,0.7,0.5677966,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,3,0.75,0.5416667,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,3,0.8,0.50406504,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,3,0.85,0.40151516,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,3,0.8999999999999999,0.31205675,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,3,0.95,0.10778443,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,4,0.5,0.6923077,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,4,0.55,0.6815287,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,4,0.6,0.65,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,4,0.65,0.6097561,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,4,0.7,0.5714286,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,4,0.75,0.5260116,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,4,0.8,0.38219896,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,4,0.85,0.28780487,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,4,0.8999999999999999,0.13304721,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,4,0.95,0.03125,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,5,0.5,0.64285713,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,5,0.55,0.64285713,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,5,0.6,0.62992126,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,5,0.65,0.6171875,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,5,0.7,0.6171875,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,5,0.75,0.556391,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,5,0.8,0.4375,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,5,0.85,0.2777778,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,5,0.8999999999999999,0.125,mScarlet_in_PAG
STAPLE_revised,2365_mask.png,test,5,0.95,0.024752475,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,2,0.5,0.78,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,2,0.55,0.78,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,2,0.6,0.7281553,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,2,0.65,0.6481481,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,2,0.7,0.6181818,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,2,0.75,0.58928573,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,2,0.8,0.5344828,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,2,0.85,0.33834586,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,2,0.8999999999999999,0.14838709,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,2,0.95,0.040935673,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,3,0.5,0.55813956,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,3,0.55,0.55813956,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,3,0.6,0.52272725,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,3,0.65,0.52272725,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,3,0.7,0.52272725,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,3,0.75,0.4888889,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,3,0.8,0.45652175,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,3,0.85,0.42553192,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,3,0.8999999999999999,0.2293578,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,3,0.95,0.06349207,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,4,0.5,0.5895522,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,4,0.55,0.5895522,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,4,0.6,0.5895522,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,4,0.65,0.5661765,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,4,0.7,0.55474454,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,4,0.75,0.5214286,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,4,0.8,0.40131578,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,4,0.85,0.24561404,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,4,0.8999999999999999,0.13297872,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,4,0.95,0.08121827,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,5,0.5,0.67777777,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,5,0.55,0.6593407,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,5,0.6,0.6236559,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,5,0.65,0.6236559,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,5,0.7,0.60638297,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,5,0.75,0.60638297,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,5,0.8,0.4950495,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,5,0.85,0.3482143,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,5,0.8999999999999999,0.1984127,mScarlet_in_PAG
STAPLE_revised,2366_mask.png,test,5,0.95,0.02027027,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,2,0.5,0.75454545,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,2,0.55,0.75454545,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,2,0.6,0.72321427,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,2,0.65,0.7079646,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,2,0.7,0.69298244,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,2,0.75,0.6637931,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,2,0.8,0.58196723,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,2,0.85,0.45112783,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,2,0.8999999999999999,0.19875777,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,2,0.95,0.048913043,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,3,0.5,0.6236559,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,3,0.55,0.6236559,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,3,0.6,0.6236559,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,3,0.65,0.6236559,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,3,0.7,0.6236559,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,3,0.75,0.6236559,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,3,0.8,0.58947366,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,3,0.85,0.4950495,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,3,0.8999999999999999,0.3853211,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,3,0.95,0.11851852,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,4,0.5,0.76724136,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,4,0.55,0.7226891,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,4,0.6,0.7083333,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,4,0.65,0.7083333,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,4,0.7,0.58914727,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,4,0.75,0.50735295,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,4,0.8,0.4236111,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,4,0.85,0.25,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,4,0.8999999999999999,0.12637363,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,4,0.95,0.040609136,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,5,0.5,0.72164947,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,5,0.55,0.70408165,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,5,0.6,0.67,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,5,0.65,0.67,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,5,0.7,0.65346533,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,5,0.75,0.6372549,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,5,0.8,0.5754717,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,5,0.85,0.43965518,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,5,0.8999999999999999,0.24626866,mScarlet_in_PAG
STAPLE_revised,2368_mask.png,test,5,0.95,0.04375,mScarlet_in_PAG
STAPLE,2352_mask.png,train,1,0.5,0.77272725,mScarlet_in_PAG
STAPLE,2352_mask.png,train,1,0.55,0.77272725,mScarlet_in_PAG
STAPLE,2352_mask.png,train,1,0.6,0.77272725,mScarlet_in_PAG
STAPLE,2352_mask.png,train,1,0.65,0.752809,mScarlet_in_PAG
STAPLE,2352_mask.png,train,1,0.7,0.71428573,mScarlet_in_PAG
STAPLE,2352_mask.png,train,1,0.75,0.65957445,mScarlet_in_PAG
STAPLE,2352_mask.png,train,1,0.8,0.5145631,mScarlet_in_PAG
STAPLE,2352_mask.png,train,1,0.85,0.38053098,mScarlet_in_PAG
STAPLE,2352_mask.png,train,1,0.8999999999999999,0.12230216,mScarlet_in_PAG
STAPLE,2352_mask.png,train,1,0.95,0.012987013,mScarlet_in_PAG
STAPLE,2352_mask.png,train,2,0.5,0.81395346,mScarlet_in_PAG
STAPLE,2352_mask.png,train,2,0.55,0.77272725,mScarlet_in_PAG
STAPLE,2352_mask.png,train,2,0.6,0.73333335,mScarlet_in_PAG
STAPLE,2352_mask.png,train,2,0.65,0.73333335,mScarlet_in_PAG
STAPLE,2352_mask.png,train,2,0.7,0.67741936,mScarlet_in_PAG
STAPLE,2352_mask.png,train,2,0.75,0.625,mScarlet_in_PAG
STAPLE,2352_mask.png,train,2,0.8,0.4716981,mScarlet_in_PAG
STAPLE,2352_mask.png,train,2,0.85,0.2580645,mScarlet_in_PAG
STAPLE,2352_mask.png,train,2,0.8999999999999999,0.083333336,mScarlet_in_PAG
STAPLE,2352_mask.png,train,2,0.95,0.03311258,mScarlet_in_PAG
STAPLE,2352_mask.png,train,3,0.5,0.73170733,mScarlet_in_PAG
STAPLE,2352_mask.png,train,3,0.55,0.7108434,mScarlet_in_PAG
STAPLE,2352_mask.png,train,3,0.6,0.7108434,mScarlet_in_PAG
STAPLE,2352_mask.png,train,3,0.65,0.7108434,mScarlet_in_PAG
STAPLE,2352_mask.png,train,3,0.7,0.7108434,mScarlet_in_PAG
STAPLE,2352_mask.png,train,3,0.75,0.7108434,mScarlet_in_PAG
STAPLE,2352_mask.png,train,3,0.8,0.6904762,mScarlet_in_PAG
STAPLE,2352_mask.png,train,3,0.85,0.5604396,mScarlet_in_PAG
STAPLE,2352_mask.png,train,3,0.8999999999999999,0.3148148,mScarlet_in_PAG
STAPLE,2352_mask.png,train,3,0.95,0.04411765,mScarlet_in_PAG
STAPLE,2352_mask.png,train,4,0.5,0.6666667,mScarlet_in_PAG
STAPLE,2352_mask.png,train,4,0.55,0.6666667,mScarlet_in_PAG
STAPLE,2352_mask.png,train,4,0.6,0.64705884,mScarlet_in_PAG
STAPLE,2352_mask.png,train,4,0.65,0.627907,mScarlet_in_PAG
STAPLE,2352_mask.png,train,4,0.7,0.53846157,mScarlet_in_PAG
STAPLE,2352_mask.png,train,4,0.75,0.33333334,mScarlet_in_PAG
STAPLE,2352_mask.png,train,4,0.8,0.18644068,mScarlet_in_PAG
STAPLE,2352_mask.png,train,4,0.85,0.07692308,mScarlet_in_PAG
STAPLE,2352_mask.png,train,4,0.8999999999999999,0.02189781,mScarlet_in_PAG
STAPLE,2352_mask.png,train,4,0.95,0.014492754,mScarlet_in_PAG
STAPLE,2352_mask.png,train,5,0.5,0.7373737,mScarlet_in_PAG
STAPLE,2352_mask.png,train,5,0.55,0.72,mScarlet_in_PAG
STAPLE,2352_mask.png,train,5,0.6,0.7029703,mScarlet_in_PAG
STAPLE,2352_mask.png,train,5,0.65,0.6862745,mScarlet_in_PAG
STAPLE,2352_mask.png,train,5,0.7,0.65384614,mScarlet_in_PAG
STAPLE,2352_mask.png,train,5,0.75,0.6226415,mScarlet_in_PAG
STAPLE,2352_mask.png,train,5,0.8,0.5221239,mScarlet_in_PAG
STAPLE,2352_mask.png,train,5,0.85,0.36507937,mScarlet_in_PAG
STAPLE,2352_mask.png,train,5,0.8999999999999999,0.16216215,mScarlet_in_PAG
STAPLE,2352_mask.png,train,5,0.95,0.029940119,mScarlet_in_PAG
STAPLE,2353_mask.png,train,1,0.5,0.734375,mScarlet_in_PAG
STAPLE,2353_mask.png,train,1,0.55,0.7076923,mScarlet_in_PAG
STAPLE,2353_mask.png,train,1,0.6,0.7076923,mScarlet_in_PAG
STAPLE,2353_mask.png,train,1,0.65,0.6818182,mScarlet_in_PAG
STAPLE,2353_mask.png,train,1,0.7,0.6818182,mScarlet_in_PAG
STAPLE,2353_mask.png,train,1,0.75,0.6086956,mScarlet_in_PAG
STAPLE,2353_mask.png,train,1,0.8,0.5205479,mScarlet_in_PAG
STAPLE,2353_mask.png,train,1,0.85,0.37037036,mScarlet_in_PAG
STAPLE,2353_mask.png,train,1,0.8999999999999999,0.14432989,mScarlet_in_PAG
STAPLE,2353_mask.png,train,1,0.95,0.009090909,mScarlet_in_PAG
STAPLE,2353_mask.png,train,2,0.5,0.7123288,mScarlet_in_PAG
STAPLE,2353_mask.png,train,2,0.55,0.7123288,mScarlet_in_PAG
STAPLE,2353_mask.png,train,2,0.6,0.7123288,mScarlet_in_PAG
STAPLE,2353_mask.png,train,2,0.65,0.6891892,mScarlet_in_PAG
STAPLE,2353_mask.png,train,2,0.7,0.6233766,mScarlet_in_PAG
STAPLE,2353_mask.png,train,2,0.75,0.5625,mScarlet_in_PAG
STAPLE,2353_mask.png,train,2,0.8,0.45348838,mScarlet_in_PAG
STAPLE,2353_mask.png,train,2,0.85,0.20192307,mScarlet_in_PAG
STAPLE,2353_mask.png,train,2,0.8999999999999999,0.116071425,mScarlet_in_PAG
STAPLE,2353_mask.png,train,2,0.95,0.024590164,mScarlet_in_PAG
STAPLE,2353_mask.png,train,3,0.5,0.72131145,mScarlet_in_PAG
STAPLE,2353_mask.png,train,3,0.55,0.72131145,mScarlet_in_PAG
STAPLE,2353_mask.png,train,3,0.6,0.72131145,mScarlet_in_PAG
STAPLE,2353_mask.png,train,3,0.65,0.72131145,mScarlet_in_PAG
STAPLE,2353_mask.png,train,3,0.7,0.72131145,mScarlet_in_PAG
STAPLE,2353_mask.png,train,3,0.75,0.72131145,mScarlet_in_PAG
STAPLE,2353_mask.png,train,3,0.8,0.6935484,mScarlet_in_PAG
STAPLE,2353_mask.png,train,3,0.85,0.5441176,mScarlet_in_PAG
STAPLE,2353_mask.png,train,3,0.8999999999999999,0.3125,mScarlet_in_PAG
STAPLE,2353_mask.png,train,3,0.95,0.060606062,mScarlet_in_PAG
STAPLE,2353_mask.png,train,4,0.5,0.7741935,mScarlet_in_PAG
STAPLE,2353_mask.png,train,4,0.55,0.71875,mScarlet_in_PAG
STAPLE,2353_mask.png,train,4,0.6,0.64179105,mScarlet_in_PAG
STAPLE,2353_mask.png,train,4,0.65,0.5942029,mScarlet_in_PAG
STAPLE,2353_mask.png,train,4,0.7,0.4864865,mScarlet_in_PAG
STAPLE,2353_mask.png,train,4,0.75,0.30952382,mScarlet_in_PAG
STAPLE,2353_mask.png,train,4,0.8,0.1827957,mScarlet_in_PAG
STAPLE,2353_mask.png,train,4,0.85,0.067961164,mScarlet_in_PAG
STAPLE,2353_mask.png,train,4,0.8999999999999999,0.03773585,mScarlet_in_PAG
STAPLE,2353_mask.png,train,4,0.95,0.018518519,mScarlet_in_PAG
STAPLE,2353_mask.png,train,5,0.5,0.8153846,mScarlet_in_PAG
STAPLE,2353_mask.png,train,5,0.55,0.7878788,mScarlet_in_PAG
STAPLE,2353_mask.png,train,5,0.6,0.71014494,mScarlet_in_PAG
STAPLE,2353_mask.png,train,5,0.65,0.6388889,mScarlet_in_PAG
STAPLE,2353_mask.png,train,5,0.7,0.6164383,mScarlet_in_PAG
STAPLE,2353_mask.png,train,5,0.75,0.5945946,mScarlet_in_PAG
STAPLE,2353_mask.png,train,5,0.8,0.55263156,mScarlet_in_PAG
STAPLE,2353_mask.png,train,5,0.85,0.37209302,mScarlet_in_PAG
STAPLE,2353_mask.png,train,5,0.8999999999999999,0.18,mScarlet_in_PAG
STAPLE,2353_mask.png,train,5,0.95,0.01724138,mScarlet_in_PAG
STAPLE,2356_mask.png,train,1,0.5,0.72440946,mScarlet_in_PAG
STAPLE,2356_mask.png,train,1,0.55,0.7109375,mScarlet_in_PAG
STAPLE,2356_mask.png,train,1,0.6,0.67175573,mScarlet_in_PAG
STAPLE,2356_mask.png,train,1,0.65,0.63432837,mScarlet_in_PAG
STAPLE,2356_mask.png,train,1,0.7,0.62222224,mScarlet_in_PAG
STAPLE,2356_mask.png,train,1,0.75,0.5642857,mScarlet_in_PAG
STAPLE,2356_mask.png,train,1,0.8,0.46,mScarlet_in_PAG
STAPLE,2356_mask.png,train,1,0.85,0.27325583,mScarlet_in_PAG
STAPLE,2356_mask.png,train,1,0.8999999999999999,0.13471502,mScarlet_in_PAG
STAPLE,2356_mask.png,train,1,0.95,0.028169014,mScarlet_in_PAG
STAPLE,2356_mask.png,train,2,0.5,0.71428573,mScarlet_in_PAG
STAPLE,2356_mask.png,train,2,0.55,0.7007874,mScarlet_in_PAG
STAPLE,2356_mask.png,train,2,0.6,0.7007874,mScarlet_in_PAG
STAPLE,2356_mask.png,train,2,0.65,0.648855,mScarlet_in_PAG
STAPLE,2356_mask.png,train,2,0.7,0.6363636,mScarlet_in_PAG
STAPLE,2356_mask.png,train,2,0.75,0.5,mScarlet_in_PAG
STAPLE,2356_mask.png,train,2,0.8,0.35,mScarlet_in_PAG
STAPLE,2356_mask.png,train,2,0.85,0.18032786,mScarlet_in_PAG
STAPLE,2356_mask.png,train,2,0.8999999999999999,0.08,mScarlet_in_PAG
STAPLE,2356_mask.png,train,2,0.95,0.028571429,mScarlet_in_PAG
STAPLE,2356_mask.png,train,3,0.5,0.49586776,mScarlet_in_PAG
STAPLE,2356_mask.png,train,3,0.55,0.48360655,mScarlet_in_PAG
STAPLE,2356_mask.png,train,3,0.6,0.4715447,mScarlet_in_PAG
STAPLE,2356_mask.png,train,3,0.65,0.4715447,mScarlet_in_PAG
STAPLE,2356_mask.png,train,3,0.7,0.4715447,mScarlet_in_PAG
STAPLE,2356_mask.png,train,3,0.75,0.45967743,mScarlet_in_PAG
STAPLE,2356_mask.png,train,3,0.8,0.42519686,mScarlet_in_PAG
STAPLE,2356_mask.png,train,3,0.85,0.37121212,mScarlet_in_PAG
STAPLE,2356_mask.png,train,3,0.8999999999999999,0.23972602,mScarlet_in_PAG
STAPLE,2356_mask.png,train,3,0.95,0.02259887,mScarlet_in_PAG
STAPLE,2356_mask.png,train,4,0.5,0.78740156,mScarlet_in_PAG
STAPLE,2356_mask.png,train,4,0.55,0.7734375,mScarlet_in_PAG
STAPLE,2356_mask.png,train,4,0.6,0.73282444,mScarlet_in_PAG
STAPLE,2356_mask.png,train,4,0.65,0.6814815,mScarlet_in_PAG
STAPLE,2356_mask.png,train,4,0.7,0.49342105,mScarlet_in_PAG
STAPLE,2356_mask.png,train,4,0.75,0.43670887,mScarlet_in_PAG
STAPLE,2356_mask.png,train,4,0.8,0.28977272,mScarlet_in_PAG
STAPLE,2356_mask.png,train,4,0.85,0.15816326,mScarlet_in_PAG
STAPLE,2356_mask.png,train,4,0.8999999999999999,0.07582939,mScarlet_in_PAG
STAPLE,2356_mask.png,train,4,0.95,0.03652968,mScarlet_in_PAG
STAPLE,2356_mask.png,train,5,0.5,0.5488722,mScarlet_in_PAG
STAPLE,2356_mask.png,train,5,0.55,0.52592593,mScarlet_in_PAG
STAPLE,2356_mask.png,train,5,0.6,0.52592593,mScarlet_in_PAG
STAPLE,2356_mask.png,train,5,0.65,0.5147059,mScarlet_in_PAG
STAPLE,2356_mask.png,train,5,0.7,0.50364965,mScarlet_in_PAG
STAPLE,2356_mask.png,train,5,0.75,0.4820144,mScarlet_in_PAG
STAPLE,2356_mask.png,train,5,0.8,0.4609929,mScarlet_in_PAG
STAPLE,2356_mask.png,train,5,0.85,0.32051283,mScarlet_in_PAG
STAPLE,2356_mask.png,train,5,0.8999999999999999,0.13812155,mScarlet_in_PAG
STAPLE,2356_mask.png,train,5,0.95,0.009803922,mScarlet_in_PAG
STAPLE,2357_mask.png,train,1,0.5,0.65384614,mScarlet_in_PAG
STAPLE,2357_mask.png,train,1,0.55,0.6226415,mScarlet_in_PAG
STAPLE,2357_mask.png,train,1,0.6,0.6226415,mScarlet_in_PAG
STAPLE,2357_mask.png,train,1,0.65,0.56363636,mScarlet_in_PAG
STAPLE,2357_mask.png,train,1,0.7,0.53571427,mScarlet_in_PAG
STAPLE,2357_mask.png,train,1,0.75,0.50877196,mScarlet_in_PAG
STAPLE,2357_mask.png,train,1,0.8,0.44537815,mScarlet_in_PAG
STAPLE,2357_mask.png,train,1,0.85,0.2647059,mScarlet_in_PAG
STAPLE,2357_mask.png,train,1,0.8999999999999999,0.116883114,mScarlet_in_PAG
STAPLE,2357_mask.png,train,1,0.95,0.011764706,mScarlet_in_PAG
STAPLE,2357_mask.png,train,2,0.5,0.65048546,mScarlet_in_PAG
STAPLE,2357_mask.png,train,2,0.55,0.63461536,mScarlet_in_PAG
STAPLE,2357_mask.png,train,2,0.6,0.61904764,mScarlet_in_PAG
STAPLE,2357_mask.png,train,2,0.65,0.6037736,mScarlet_in_PAG
STAPLE,2357_mask.png,train,2,0.7,0.54545456,mScarlet_in_PAG
STAPLE,2357_mask.png,train,2,0.75,0.42857143,mScarlet_in_PAG
STAPLE,2357_mask.png,train,2,0.8,0.33858266,mScarlet_in_PAG
STAPLE,2357_mask.png,train,2,0.85,0.21428572,mScarlet_in_PAG
STAPLE,2357_mask.png,train,2,0.8999999999999999,0.08974359,mScarlet_in_PAG
STAPLE,2357_mask.png,train,2,0.95,0.024096385,mScarlet_in_PAG
STAPLE,2357_mask.png,train,3,0.5,0.44047618,mScarlet_in_PAG
STAPLE,2357_mask.png,train,3,0.55,0.44047618,mScarlet_in_PAG
STAPLE,2357_mask.png,train,3,0.6,0.44047618,mScarlet_in_PAG
STAPLE,2357_mask.png,train,3,0.65,0.44047618,mScarlet_in_PAG
STAPLE,2357_mask.png,train,3,0.7,0.44047618,mScarlet_in_PAG
STAPLE,2357_mask.png,train,3,0.75,0.42352942,mScarlet_in_PAG
STAPLE,2357_mask.png,train,3,0.8,0.42352942,mScarlet_in_PAG
STAPLE,2357_mask.png,train,3,0.85,0.3908046,mScarlet_in_PAG
STAPLE,2357_mask.png,train,3,0.8999999999999999,0.21,mScarlet_in_PAG
STAPLE,2357_mask.png,train,3,0.95,0.07079646,mScarlet_in_PAG
STAPLE,2357_mask.png,train,4,0.5,0.6666667,mScarlet_in_PAG
STAPLE,2357_mask.png,train,4,0.55,0.6315789,mScarlet_in_PAG
STAPLE,2357_mask.png,train,4,0.6,0.5816327,mScarlet_in_PAG
STAPLE,2357_mask.png,train,4,0.65,0.51960784,mScarlet_in_PAG
STAPLE,2357_mask.png,train,4,0.7,0.46226415,mScarlet_in_PAG
STAPLE,2357_mask.png,train,4,0.75,0.31355932,mScarlet_in_PAG
STAPLE,2357_mask.png,train,4,0.8,0.23015873,mScarlet_in_PAG
STAPLE,2357_mask.png,train,4,0.85,0.123188406,mScarlet_in_PAG
STAPLE,2357_mask.png,train,4,0.8999999999999999,0.0472973,mScarlet_in_PAG
STAPLE,2357_mask.png,train,4,0.95,0.033333335,mScarlet_in_PAG
STAPLE,2357_mask.png,train,5,0.5,0.47674417,mScarlet_in_PAG
STAPLE,2357_mask.png,train,5,0.55,0.47674417,mScarlet_in_PAG
STAPLE,2357_mask.png,train,5,0.6,0.4597701,mScarlet_in_PAG
STAPLE,2357_mask.png,train,5,0.65,0.4597701,mScarlet_in_PAG
STAPLE,2357_mask.png,train,5,0.7,0.4431818,mScarlet_in_PAG
STAPLE,2357_mask.png,train,5,0.75,0.42696628,mScarlet_in_PAG
STAPLE,2357_mask.png,train,5,0.8,0.41111112,mScarlet_in_PAG
STAPLE,2357_mask.png,train,5,0.85,0.27,mScarlet_in_PAG
STAPLE,2357_mask.png,train,5,0.8999999999999999,0.104347825,mScarlet_in_PAG
STAPLE,2357_mask.png,train,5,0.95,0.0,mScarlet_in_PAG
STAPLE,2358_mask.png,train,1,0.5,0.69902915,mScarlet_in_PAG
STAPLE,2358_mask.png,train,1,0.55,0.6509434,mScarlet_in_PAG
STAPLE,2358_mask.png,train,1,0.6,0.6203704,mScarlet_in_PAG
STAPLE,2358_mask.png,train,1,0.65,0.59090906,mScarlet_in_PAG
STAPLE,2358_mask.png,train,1,0.7,0.5217391,mScarlet_in_PAG
STAPLE,2358_mask.png,train,1,0.75,0.45833334,mScarlet_in_PAG
STAPLE,2358_mask.png,train,1,0.8,0.31578946,mScarlet_in_PAG
